Contrast,Dissimilarity,Homogeneity,Energy,Correlation,ASM,Label
985.7708333333333,24.901785714285715,0.042963233830106404,0.04091585441924857,0.39588447597167115,0.0016741071428571425,1
405.32738095238096,15.148809523809524,0.07121687860508671,0.044093846398895985,0.7346994288817067,0.0019442672902494325,1
874.7529761904761,22.32440476190476,0.06912258258391171,0.04276817816428545,0.3927213553007999,0.001829117063492063,1
3723.0773809523807,53.68452380952381,0.01014720865417238,0.04086169707662494,-0.5563292215888326,0.001669678287981859,1
1450.7589285714284,30.33035714285714,0.02458890365091026,0.04454354031873739,-0.49257548067998663,0.0019841269841269836,1
2421.3392857142853,39.125,0.03295747092679278,0.04015100465247631,0.013304038874618587,0.0016121031746031743,1
2843.5238095238096,45.01785714285714,0.017046437175568925,0.03998520488852501,-0.04157483712596648,0.001598816609977324,1
2518.175595238095,38.19940476190476,0.025230666514559227,0.040151004652476306,0.20271567272520583,0.001612103174603174,1
1267.300595238095,29.925595238095234,0.033268341949659504,0.044988739457830274,-0.4147635340180626,0.0020239866780045346,1
1939.9940476190475,37.33333333333333,0.03285962257589294,0.04794346337377087,-0.4823665525335976,0.0022985756802721084,1
1830.514880952381,36.2172619047619,0.025190884413208953,0.04069879265231352,-0.3555896453591037,0.0016563917233560089,1
4253.410714285714,58.160714285714285,0.012327912512980157,0.04080746785953002,-0.6588286031426904,0.0016652494331065755,1
3031.4642857142853,48.26785714285714,0.01641464194107213,0.0410778980411972,-0.44714455882704024,0.0016873937074829927,1
6562.297619047618,70.51785714285714,0.01462791716010347,0.04037101180431707,-0.267820947070714,0.0016298185941043082,1
2301.598214285714,42.94345238095238,0.01527707460663659,0.04161348647056417,-0.6207982004684269,0.001731682256235827,1
760.4136904761904,23.26488095238095,0.024366680823232414,0.04464285714285714,-0.6289497425539482,0.0019929846938775506,1
885.6607142857142,23.982142857142854,0.03465292729624598,0.04198433327281512,-0.19136031371183132,0.0017626842403628113,1
2127.2291666666665,39.09821428571428,0.02137807244396396,0.042612562688322475,-0.4692992212784602,0.0018158304988662127,1
398.37202380952374,16.1875,0.06771765627350522,0.04567264658697263,-0.05237320415685775,0.0020859906462585027,1
1220.764880952381,29.205357142857142,0.02566652061846455,0.04363951874587851,-0.35032954236806707,0.0019044075963718815,1
4899.955357142857,61.65178571428571,0.004710877152042073,0.04026115850734727,-0.5417675914899507,0.0016209608843537411,1
2365.2291666666665,39.55654761904762,0.023314259104055254,0.04037101180431707,0.10905809051435264,0.001629818594104308,1
6139.303571428572,68.4047619047619,0.007416630117784128,0.04064434608258233,-0.5654920992728738,0.0016519628684807251,1
3994.747023809524,55.592261904761905,0.010107230030142663,0.04245637683835447,-0.7523054580480446,0.0018025439342403624,1
7556.1964285714275,77.41071428571428,0.0063491752656147414,0.0410778980411972,-0.7202404626829165,0.0016873937074829927,1
8152.255952380952,77.88690476190477,0.01392080300195311,0.04004054775914794,-0.4177044108066769,0.0016032454648526075,1
4112.127976190476,55.00297619047619,0.01607506874579609,0.03965152557879234,-0.3377830565740487,0.001572243480725623,1
3715.4494047619046,52.02083333333333,0.0170746866781096,0.03976306314252198,-0.2815932379219775,0.00158110119047619,1
3861.4523809523807,46.38690476190476,0.02928000455596446,0.04064434608258233,-0.16790320342358625,0.0016519628684807251,1
7359.937499999998,78.60416666666666,0.0024117722843876544,0.041560238225502796,-0.7883190698419469,0.001727253401360544,1
2860.3839285714284,45.37797619047619,0.015589234890990213,0.04208968935634211,-0.5946015202444165,0.0017715419501133781,1
2427.967261904762,40.794642857142854,0.02783877099487328,0.04004054775914794,0.004105018009936286,0.0016032454648526072,1
3874.002976190476,54.26488095238095,0.010510677046256696,0.04064434608258233,-0.49056725176101473,0.0016519628684807251,1
4987.625,63.38690476190476,0.006604055589230413,0.04069879265231351,-0.7782166417277188,0.0016563917233560085,1
3127.60119047619,45.172619047619044,0.030194707642618654,0.04208968935634211,-0.22048281922363172,0.0017715419501133781,1
1889.7619047619046,38.410714285714285,0.016800156927744468,0.04203704432090932,-0.5279906546627715,0.0017671130952380948,1
1775.0535714285716,37.297619047619044,0.01503144630409007,0.041400082569177245,-0.3983257055546961,0.0017139668367346934,1
1897.8482142857142,38.342261904761905,0.01812137818905656,0.04245637683835447,-0.7081821444705904,0.0018025439342403624,1
263.30059523809524,11.842261904761903,0.11079333172662692,0.048173851357853105,0.6934736870066709,0.0023207199546485253,1
378.15178571428567,15.270833333333332,0.052380019825866396,0.04358874558296669,0.5087822364927919,0.001899978741496598,1
1843.0773809523807,38.845238095238095,0.013869128625815337,0.04177282395124463,-0.6429529723135395,0.0017449688208616774,1
1704.875,36.11904761904762,0.02453548172655253,0.04182580155522379,-0.4279575143515343,0.001749397675736961,1
280.0654761904762,12.309523809523808,0.11976377174145436,0.047665527910854065,0.75012050113488,0.0022720025510204076,1
1178.7559523809523,27.749999999999996,0.03744751229370887,0.043436069997995305,0.038728782600189596,0.0018866921768707478,1
432.45238095238096,14.839285714285712,0.0935937958246314,0.0445932263802729,0.6014252771911581,0.0019885558390022673,1
287.7827380952381,12.354166666666666,0.09534179995780215,0.05098762410420182,0.1725161795024594,0.0025997378117913828,1
426.46428571428567,17.33928571428571,0.05039375755786483,0.04414403861366465,0.07354820207077832,0.0019486961451247158,1
1113.0208333333333,28.247023809523803,0.026532218274301432,0.04161348647056417,-0.19814943221094206,0.001731682256235827,1
1098.1220238095239,26.895833333333332,0.02669908391315358,0.04203704432090932,-0.25498166473369277,0.0017671130952380946,1
795.0505952380951,23.7172619047619,0.04175169133858599,0.042612562688322475,-0.06815995910438036,0.0018158304988662125,1
2930.8422619047615,44.25297619047619,0.014866200769050666,0.04037101180431707,-0.17193709292504603,0.001629818594104308,1
612.1964285714286,19.964285714285715,0.03979070379347135,0.04187871214128062,0.49979674739084856,0.0017538265306122445,1
2006.2142857142858,39.26785714285714,0.018597845523635297,0.04171977907403626,-0.5327305531775562,0.0017405399659863939,1
3603.166666666666,52.83928571428571,0.01102957265969681,0.041400082569177245,-0.5447278814639901,0.0017139668367346936,1
1161.4434523809523,28.169642857142854,0.03819957986491383,0.04224723085291187,0.07959200661280948,0.0017848285147392287,1
626.2648809523808,19.27678571428571,0.07120987448684102,0.04224723085291187,0.4782544610216559,0.0017848285147392285,1
1131.517857142857,17.81547619047619,0.167273994469497,0.07680647559859488,0.12151085797544857,0.005899234693877551,1
554.0089285714284,18.562499999999996,0.047108204828738856,0.044444001556750226,-0.13455554919758564,0.0019752692743764165,1
85.3422619047619,5.3125,0.2587613316474349,0.0945145506440501,0.503261054469007,0.00893300028344671,1
806.3958333333333,23.02083333333333,0.026906074510811534,0.04177282395124463,-0.08150938659161933,0.0017449688208616774,1
203.13690476190476,11.238095238095237,0.09023997778720139,0.04826569863162754,0.1308543846493594,0.0023295776643990924,1
294.3392857142857,13.279761904761905,0.07896707225273984,0.0472455591261534,-0.07325234943418822,0.0022321428571428566,1
195.02083333333334,11.25892857142857,0.07331862330518424,0.04926471832513942,-0.029327702352146576,0.002427012471655328,1
179.66369047619048,9.99702380952381,0.10541468930650544,0.04634646280475427,0.4374350082473178,0.0021479946145124707,1
514.8244047619048,19.312499999999996,0.05474611137988561,0.04538080560112174,-0.3536049997219854,0.002059417517006802,1
3879.5982142857138,56.38392857142857,0.01691440527203058,0.04214226862650683,-0.7578664709717594,0.0017759708049886616,1
3189.9315476190477,49.33035714285714,0.022825194564743502,0.04096994017242917,-0.6527362101765307,0.0016785359977324256,1
5665.961309523809,66.75892857142857,0.01744624478527156,0.04250850255085029,-0.7266925333066049,0.0018069727891156457,1
2226.0446428571427,32.88988095238095,0.07562725330069583,0.04701062202062891,-0.19531477427641536,0.0022099985827664396,1
2712.1666666666665,43.24999999999999,0.01765891505500712,0.03942750386753503,-0.2191116727810423,0.0015545280612244898,1
6509.705357142857,69.85416666666666,0.005143214967949799,0.03992978531249624,-0.594662576310189,0.0015943877551020404,1
4743.824404761905,58.55654761904762,0.01297546252920427,0.04048056699028405,-0.4039433834418504,0.0016386763038548748,1
6522.95238095238,71.73809523809524,0.012405180889581003,0.03992978531249624,-0.5607927740909486,0.0015943877551020404,1
6533.88988095238,70.48511904761904,0.015263080382948534,0.04042582650954203,-0.6309145613401769,0.001634247448979591,1
8033.610119047618,78.02083333333333,0.007909665052121484,0.03998520488852501,-0.5929087678270897,0.001598816609977324,1
2259.2023809523807,37.357142857142854,0.03894208330730955,0.04037101180431707,0.03463442425150256,0.001629818594104308,1
4815.875,59.476190476190474,0.01013171719377423,0.03965152557879234,-0.5302467207042174,0.001572243480725623,1
729.5982142857142,20.705357142857142,0.05191398727654483,0.04219478237725543,0.44276043788344716,0.0017803996598639452,1
4475.047619047618,58.32142857142857,0.005679246565275126,0.04240418704992561,-0.6891496655382197,0.0017981150793650788,1
1934.4107142857142,35.648809523809526,0.023290768161330088,0.04208968935634211,-0.3445265722119289,0.0017715419501133783,1
4902.104166666667,58.52678571428571,0.011359322230932169,0.04020611930388778,-0.4675141881719481,0.0016165320294784576,1
6046.758928571428,65.44345238095238,0.02502944527282755,0.03992978531249624,-0.3943758024056631,0.0015943877551020404,1
2208.497023809524,39.36607142857143,0.018495584284822533,0.04058982647912456,-0.25771714456929834,0.0016475340136054416,1
3814.7529761904757,51.5625,0.015489102583632642,0.0394836284566119,-0.3611578782572027,0.001558956916099773,1
1981.9970238095236,37.6875,0.018033807064887254,0.04096994017242917,-0.24199292353970484,0.0016785359977324259,1
1866.5267857142853,34.66964285714286,0.042104693482164314,0.04601078819565566,-0.03743349504429085,0.0021169926303854867,1
4110.205357142857,54.11607142857142,0.016139245406662926,0.04075316648103914,-0.5006703767853145,0.001660820578231292,1
1405.3244047619046,30.437499999999996,0.02702733314405766,0.04075316648103914,-0.017290977448287823,0.0016608205782312922,1
2437.627976190476,41.8422619047619,0.016978862070323092,0.04140008256917724,-0.19465455317161853,0.0017139668367346932,1
4594.458333333333,59.041666666666664,0.008728508895804208,0.04235193294868365,-0.48907409015057246,0.0017936862244897953,1
3712.4910714285716,53.15773809523809,0.012279099090509261,0.04075316648103914,-0.4150866578423075,0.0016608205782312922,1
2267.4166666666665,38.41666666666666,0.026445555463137198,0.04219478237725542,0.12073017699175535,0.001780399659863945,1
4400.038690476191,55.717261904761905,0.01945079363294023,0.04171977907403626,-0.42110942084053116,0.0017405399659863939,1
4917.583333333333,60.25595238095238,0.019157454696553694,0.04156023822550279,-0.5639520891871562,0.0017272534013605435,1
4098.526785714286,55.03273809523809,0.01807958019875036,0.04048056699028405,-0.22246663934226793,0.0016386763038548748,1
931.0327380952381,25.122023809523807,0.027949224079764676,0.04171977907403627,0.21695900934101395,0.0017405399659863943,1
1738.2232142857142,33.25297619047619,0.026082050842337612,0.03959563897514901,0.08708394602813795,0.0015678146258503397,1
2150.6101190476193,38.3422619047619,0.018271213024025713,0.03981871476267754,-0.023822417771045372,0.0015855300453514738,1
1922.5833333333335,35.982142857142854,0.031747899150374605,0.04075316648103914,-0.06881228323385893,0.001660820578231292,1
2606.127976190476,42.288690476190474,0.02820212338927565,0.03998520488852501,-0.12830903367404603,0.001598816609977324,1
2677.6369047619046,40.87500000000001,0.022429359817876617,0.04069879265231351,0.03082786543154804,0.0016563917233560087,1
827.25,20.345238095238095,0.07550068216760039,0.04287160800859503,0.7866010209209483,0.00183797477324263,1
1038.9821428571427,23.874999999999996,0.05816952630893515,0.04129296704021311,0.6262339668654012,0.0017051091269841266,1
750.4910714285714,20.104166666666668,0.0925390049835126,0.04557557390212367,0.721099596991883,0.002077132936507936,1
5336.913690476191,66.51488095238093,0.007806736305220861,0.040316122571857335,-0.5872766629926746,0.0016253897392290247,1
1588.6220238095239,28.330357142857142,0.05586907727273622,0.04374088826398532,0.4026668516860297,0.0019132653061224485,1
5211.315476190475,65.05952380952381,0.008037885741350642,0.04187871214128062,-0.8326796902854109,0.0017538265306122445,1
5818.997023809524,68.72916666666666,0.014924591527502086,0.041185572925887044,-0.5400899908313231,0.00169625141723356,1
3968.75,55.48214285714286,0.01274510161518151,0.04064434608258233,-0.5747562692683639,0.0016519628684807251,1
2413.580357142857,38.0625,0.04743175144175331,0.04150692166958735,0.3263677178336883,0.0017228245464852604,1
2257.059523809524,42.625,0.007517807848041073,0.04353791320930891,-0.7306289970958021,0.0018955498866213148,1
1719.3005952380952,35.72916666666667,0.015247516710792183,0.04123930494211612,-0.33454962323680393,0.0017006802721088428,1
987.7619047619048,25.666666666666668,0.03319855718338522,0.04064434608258233,0.13003281967155053,0.0016519628684807254,1
1696.7678571428569,35.9047619047619,0.025680214116063374,0.0435379132093089,-0.5008435620927185,0.0018955498866213146,1
1600.625,35.74404761904762,0.008338928624400783,0.043077722696815854,-0.582686540057461,0.0018556901927437636,1
816.6964285714286,23.422619047619044,0.0420512652424444,0.04348702141726921,-0.37126902963835834,0.0018911210317460313,1
2731.589285714286,45.89880952380952,0.008179746654596703,0.04086169707662494,-0.6321914273276749,0.001669678287981859,1
553.422619047619,18.726190476190474,0.06097909903958794,0.0426644975798555,0.5409098568929807,0.001820259353741496,1
1407.2648809523807,31.622023809523807,0.023948485568012892,0.04177282395124464,-0.3721186871884005,0.0017449688208616776,1
1183.8839285714284,29.56845238095238,0.01916502327823858,0.04182580155522379,-0.519108858337622,0.001749397675736961,1
546.1994047619048,19.31845238095238,0.04781234479051465,0.04140008256917724,0.059888746251969396,0.0017139668367346932,1
1393.5386904761904,29.336309523809522,0.028817147470490963,0.04080746785953002,0.1104792739660553,0.0016652494331065755,1
3717.794642857142,50.40773809523809,0.014357487835858718,0.040316122571857335,-0.3651752092074493,0.0016253897392290244,1
2931.1220238095234,46.54464285714285,0.02000648882394815,0.039985204888525,-0.28022996850645504,0.0015988166099773237,1
2444.8273809523807,42.851190476190474,0.009833169356952852,0.04037101180431707,-0.6360493401494697,0.001629818594104308,1
1663.3154761904761,32.07738095238095,0.04169606512745702,0.04075316648103914,-0.276256661599066,0.001660820578231292,1
840.672619047619,24.732142857142858,0.033966839915775385,0.043282855869788646,-0.2531514571461324,0.0018734056122448974,1
154.3095238095238,9.869047619047619,0.0891882461550047,0.05344727677401181,-0.0031991248791992683,0.0028566113945578224,1
1988.7172619047617,38.044642857142854,0.03192066101785108,0.04182580155522379,-0.4609485262514734,0.0017493976757369612,1
1902.3660714285716,37.8125,0.02234581127351278,0.041560238225502796,-0.44367412356569347,0.0017272534013605438,1
2159.705357142857,37.75297619047619,0.015741410532825,0.04276817816428545,-0.1622663819429288,0.001829117063492063,1
3220.401785714286,50.49107142857142,0.01711134885182696,0.043026286591669516,-0.8018359924776158,0.0018512613378684803,1
2663.0833333333335,45.529761904761905,0.021793150596910397,0.043180411096865795,-0.6924203174207453,0.0018645479024943306,1
1042.7589285714284,22.681547619047617,0.08313836497165429,0.053818872976265246,0.010083939568737425,0.002896471088435374,1
385.5119047619047,13.744047619047617,0.11738448218060607,0.059561000286278275,0.39759841328153933,0.0035475127551020404,1
2333.389880952381,39.87797619047619,0.017621018922700966,0.04208968935634211,-0.49019797448941266,0.0017715419501133781,1
1311.6220238095236,29.76488095238095,0.04878812876050129,0.04821979686315372,-0.4327878373140211,0.002325148809523809,1
2670.47619047619,41.60714285714286,0.03574507773880979,0.04075316648103914,-0.3514422948780985,0.0016608205782312922,1
1744.0446428571427,33.36011904761905,0.02323167379225336,0.04348702141726921,-0.21506541878242894,0.001891121031746031,1
1317.2470238095234,28.550595238095237,0.045320400188840426,0.05037592523753201,-0.2804611288176903,0.0025377338435374147,1
1811.5089285714287,36.99107142857143,0.01593880048566755,0.04240418704992561,-0.2898999026631061,0.0017981150793650788,1
933.3571428571427,23.547619047619044,0.05801958348634974,0.04037101180431707,0.6799526297654866,0.001629818594104308,1
1354.8809523809523,31.904761904761905,0.01767401098636788,0.04235193294868365,-0.5590446553530944,0.0017936862244897953,1
2146.6696428571427,40.63988095238095,0.01699234122334624,0.043282855869788646,-0.7458048088905117,0.0018734056122448974,1
1539.8273809523807,34.16071428571428,0.02073285344685729,0.04348702141726921,-0.62325115444914,0.0018911210317460313,1
2157.2410714285716,41.175595238095234,0.014610105407347978,0.04214226862650683,-0.6836414114382029,0.0017759708049886616,1
1269.782738095238,28.848214285714285,0.028383957526231095,0.04489018788392367,-0.5809451072067439,0.0020151289682539676,1
772.577380952381,21.494047619047617,0.060836875274343075,0.043282855869788646,0.22477821569882825,0.0018734056122448974,1
3723.648809523809,53.797619047619044,0.02897777795632791,0.04129296704021311,-0.4117502362515692,0.0017051091269841263,1
2191.410714285714,40.672619047619044,0.010577335436500754,0.04297478892319539,-0.6104860884857131,0.0018468324829931967,1
3016.925595238095,44.6875,0.02790397622937724,0.04214226862650683,-0.27721208919137097,0.0017759708049886616,1
2209.502976190476,39.83035714285714,0.02240305434560373,0.04379148502845881,-0.43445457922080033,0.0019176941609977318,1
1094.5267857142856,26.127976190476186,0.044878546616228795,0.047339207501746625,-0.2125592808613192,0.0022410005668934236,1
2646.6517857142853,43.467261904761905,0.019561895826357138,0.04091585441924857,-0.3738976347439613,0.0016741071428571425,1
1852.985119047619,35.05654761904761,0.018020268659158706,0.04037101180431707,-0.3468801593274106,0.0016298185941043082,1
1338.9345238095239,30.94047619047619,0.02486461489007055,0.045136163357449695,-0.2709238851881178,0.0020372732426303846,1
1703.4791666666665,34.52678571428571,0.034409751363463324,0.04399329017587643,-0.4788675226270514,0.0019354095804988655,1
1185.0595238095236,27.249999999999996,0.045705001173384684,0.044344239362355174,-0.2203800660076314,0.00196641156462585,1
843.4642857142857,22.898809523809522,0.062052978604539843,0.044444001556750226,-0.1237489491082821,0.0019752692743764165,1
542.2261904761904,19.172619047619044,0.04074074929763517,0.04552695994279271,-0.017712724734093667,0.0020727040816326523,1
4944.815476190475,63.39285714285714,0.008011541529975024,0.04102395461931613,-0.5404326014643906,0.0016829648526077092,1
2996.997023809524,46.33630952380952,0.019684436748760005,0.041400082569177245,-0.5357349457707927,0.0017139668367346934,1
4805.41369047619,61.55059523809524,0.005338145990313314,0.04048056699028405,-0.7616032109345908,0.0016386763038548748,1
